timestamp,default,kube-system,monitoring,stunner,stunner-system
1779396640,0.001377105712890625,0.4379844665527344,2.0698699951171875,0.039707183837890625,0.11837005615234375
1779396645,0.001377105712890625,0.4435844421386719,2.0718841552734375,0.039707183837890625,0.11837005615234375
1779396650,0.001377105712890625,0.4436187744140625,2.0718765258789062,0.039707183837890625,0.11837005615234375
1779396655,0.001377105712890625,0.4436187744140625,2.0725631713867188,0.039707183837890625,0.11837005615234375
1779396660,0.001377105712890625,0.4433784484863281,2.0735931396484375,0.039707183837890625,0.11837005615234375
1779396665,0.001377105712890625,0.4433860778808594,2.0723953247070312,0.03971099853515625,0.11837005615234375
1779396670,0.001377105712890625,0.44338226318359375,2.0736312866210938,0.03971099853515625,0.11837005615234375
1779396675,0.001377105712890625,0.44339752197265625,2.0655670166015625,0.03971099853515625,0.11837005615234375
1779396680,0.001377105712890625,0.44339752197265625,2.0333480834960938,0.033428192138671875,0.117340087890625
1779396685,0.001377105712890625,0.4435157775878906,2.0108413696289062,0.033428192138671875,0.117340087890625
1779396690,0.001377105712890625,0.44795989990234375,2.0108642578125,0.033428192138671875,0.117340087890625
1779396695,0.001377105712890625,0.4523887634277344,2.014240264892578,0.033428192138671875,0.117340087890625
1779396700,0.001377105712890625,0.4523887634277344,2.0188980102539062,0.033428192138671875,0.117340087890625
1779396705,0.001377105712890625,0.45587921142578125,2.021270751953125,0.033428192138671875,0.117340087890625
1779396710,0.001377105712890625,0.4577293395996094,2.0248184204101562,0.033428192138671875,0.117340087890625
1779396715,0.001377105712890625,0.45772552490234375,2.040538787841797,0.033428192138671875,0.11763763427734375
1779396720,0.001377105712890625,0.47264862060546875,2.0404281616210938,0.033428192138671875,0.11763763427734375
1779396725,0.001377105712890625,0.4569969177246094,1.9462928771972656,0.019420623779296875,0.11763763427734375
1779396730,0.001377105712890625,0.4502716064453125,1.944610595703125,0.019420623779296875,0.11826705932617188
1779396735,0.001377105712890625,0.44976806640625,1.9274063110351562,0.019420623779296875,0.11826705932617188
1779396740,0.001377105712890625,0.44976806640625,1.9318466186523438,0.019420623779296875,0.11826324462890625
1779396745,0.001377105712890625,0.4497871398925781,1.9168663024902344,0.019420623779296875,0.11620712280273438
1779396750,0.001377105712890625,0.45172119140625,1.9029121398925781,0.019420623779296875,0.1141510009765625
1779396755,0.001377105712890625,0.45172882080078125,1.9036369323730469,0.019420623779296875,0.1141510009765625
1779396760,0.001377105712890625,0.45301055908203125,1.9036331176757812,0.019420623779296875,0.1141510009765625
1779396765,0.001377105712890625,0.45428466796875,1.9042167663574219,0.019420623779296875,0.11426544189453125
1779396770,0.001377105712890625,0.4576148986816406,1.9022903442382812,0.019664764404296875,0.11618804931640625
1779396775,0.001377105712890625,0.4601478576660156,1.8968620300292969,0.0202178955078125,0.11537551879882812
1779396780,0.001377105712890625,0.41426849365234375,1.8525505065917969,0.0202178955078125,0.11849212646484375
1779396785,0.001377105712890625,0.369537353515625,1.8472023010253906,0.02304840087890625,0.11640167236328125
1779396790,0.001377105712890625,0.369537353515625,1.85308837890625,0.02304840087890625,0.11640167236328125
1779396795,0.001377105712890625,0.369781494140625,1.854705810546875,0.019611358642578125,0.12005233764648438
1779396800,0.001377105712890625,0.36919403076171875,1.8609199523925781,0.019611358642578125,0.12005233764648438
1779396805,0.001377105712890625,0.36919403076171875,1.8626480102539062,0.019611358642578125,0.12005233764648438
1779396810,0.001377105712890625,0.371856689453125,1.8626556396484375,0.019611358642578125,0.12029266357421875
1779396815,0.001377105712890625,0.3747673034667969,1.8791732788085938,0.019611358642578125,0.12029266357421875
1779396820,0.001377105712890625,0.37476348876953125,1.8850021362304688,0.019611358642578125,0.12029266357421875
1779396825,0.001377105712890625,0.37476348876953125,1.8877830505371094,0.019611358642578125,0.12004852294921875
1779396830,0.001377105712890625,0.3760032653808594,1.8942337036132812,0.019611358642578125,0.12005233764648438
1779396835,0.001377105712890625,0.3760032653808594,1.8965797424316406,0.019611358642578125,0.12005233764648438
1779396840,0.001377105712890625,0.375823974609375,1.9055709838867188,0.019611358642578125,0.12005233764648438
1779396845,0.001377105712890625,0.375823974609375,1.9080772399902344,0.019611358642578125,0.12005615234375
1779396850,0.001377105712890625,0.3833656311035156,1.911468505859375,0.019611358642578125,0.12005615234375
1779396855,0.001377105712890625,0.3833656311035156,1.9130516052246094,0.0233612060546875,0.12005615234375
1779396860,0.001377105712890625,0.3912391662597656,1.9215202331542969,0.027111053466796875,0.12005615234375
1779396865,0.001377105712890625,0.39536285400390625,1.9247398376464844,0.027111053466796875,0.12005615234375
1779396870,0.001377105712890625,0.3993415832519531,1.9274253845214844,0.027111053466796875,0.12005615234375
1779396875,0.001377105712890625,0.40007781982421875,1.9296493530273438,0.027111053466796875,0.12005615234375
1779396880,0.001377105712890625,0.40007781982421875,1.9339828491210938,0.027111053466796875,0.12005615234375
1779396885,0.001377105712890625,0.40210723876953125,1.9348373413085938,0.027111053466796875,0.12006378173828125
1779396890,0.001377105712890625,0.4024085998535156,1.9386711120605469,0.027111053466796875,0.12006378173828125
1779396895,0.001377105712890625,0.40241241455078125,1.9386672973632812,0.027111053466796875,0.12005996704101562
1779396900,0.001377105712890625,0.40186309814453125,1.9384193420410156,0.027111053466796875,0.12005615234375
1779396905,0.001377105712890625,0.4020805358886719,1.9624176025390625,0.027111053466796875,0.12005615234375
1779396910,0.001377105712890625,0.4020805358886719,1.9848289489746094,0.027111053466796875,0.12005615234375
1779396915,0.001377105712890625,0.4022102355957031,1.9846267700195312,0.027111053466796875,0.12005615234375
1779396920,0.001377105712890625,0.4022102355957031,1.9894905090332031,0.027111053466796875,0.12005615234375
1779396925,0.001377105712890625,0.402252197265625,1.989715576171875,0.027111053466796875,0.12005615234375
1779396930,0.001377105712890625,0.4023323059082031,1.9938278198242188,0.027111053466796875,0.12005615234375
1779396935,0.001377105712890625,0.4023323059082031,1.9938545227050781,0.027111053466796875,0.12005996704101562
1779396940,0.001377105712890625,0.40251922607421875,1.99371337890625,0.027111053466796875,0.12005996704101562
