timestamp,value,namespace
1779320414,0.43853759765625,kube-system
1779320419,0.4397621154785156,kube-system
1779320424,0.4359283447265625,kube-system
1779320429,0.39832305908203125,kube-system
1779320434,0.38875579833984375,kube-system
1779320124,1.7895774841308594,monitoring
1779320129,1.7845611572265625,monitoring
1779320134,1.8511199951171875,monitoring
1779320139,1.7894668579101562,monitoring
1779320144,1.8346786499023438,monitoring
1779320149,1.7972869873046875,monitoring
1779320154,1.7890968322753906,monitoring
1779320159,1.7890968322753906,monitoring
1779320164,1.81158447265625,monitoring
1779320169,1.8237152099609375,monitoring
1779320174,1.8305435180664062,monitoring
1779320179,1.8278427124023438,monitoring
1779320184,1.8311691284179688,monitoring
1779320189,1.8287773132324219,monitoring
1779320194,1.827056884765625,monitoring
1779320199,1.8277244567871094,monitoring
1779320204,1.8287811279296875,monitoring
1779320209,1.8293800354003906,monitoring
1779320214,1.8304710388183594,monitoring
1779320219,1.8363151550292969,monitoring
1779320224,1.8393325805664062,monitoring
1779320229,1.8419761657714844,monitoring
1779320234,1.8420066833496094,monitoring
1779320239,1.8421134948730469,monitoring
1779320244,1.8736152648925781,monitoring
1779320249,1.8683395385742188,monitoring
1779320254,1.9019737243652344,monitoring
1779320259,1.9019317626953125,monitoring
1779320264,1.7732620239257812,monitoring
1779320269,1.7694435119628906,monitoring
1779320274,1.7640037536621094,monitoring
1779320279,1.7972297668457031,monitoring
1779320284,1.7969589233398438,monitoring
1779320289,1.81060791015625,monitoring
1779320294,1.810882568359375,monitoring
1779320299,1.8164520263671875,monitoring
1779320304,1.8298568725585938,monitoring
1779320309,1.8342704772949219,monitoring
1779320314,1.8429908752441406,monitoring
1779320319,1.8459091186523438,monitoring
1779320324,1.8436279296875,monitoring
1779320329,1.8332786560058594,monitoring
1779320334,1.8672294616699219,monitoring
1779320339,1.7903175354003906,monitoring
1779320344,1.7523918151855469,monitoring
1779320349,1.7440376281738281,monitoring
1779320354,1.7360763549804688,monitoring
1779320359,1.7321662902832031,monitoring
1779320364,1.7418746948242188,monitoring
1779320369,1.7489166259765625,monitoring
1779320374,1.7767333984375,monitoring
1779320379,1.7850189208984375,monitoring
1779320384,1.774749755859375,monitoring
1779320389,1.7712516784667969,monitoring
1779320394,1.7661323547363281,monitoring
1779320399,1.7643623352050781,monitoring
1779320404,1.7635307312011719,monitoring
1779320409,1.8038177490234375,monitoring
1779320414,1.8060722351074219,monitoring
1779320419,1.8485679626464844,monitoring
1779320424,1.8547134399414062,monitoring
1779320429,1.822174072265625,monitoring
1779320434,1.816864013671875,monitoring
1779320124,0.01694488525390625,stunner
1779320129,0.01694488525390625,stunner
1779320134,0.01694488525390625,stunner
1779320139,0.01787567138671875,stunner
1779320144,0.018810272216796875,stunner
1779320149,0.018810272216796875,stunner
1779320154,0.018810272216796875,stunner
1779320159,0.018810272216796875,stunner
1779320164,0.02496337890625,stunner
1779320169,0.031116485595703125,stunner
1779320174,0.031116485595703125,stunner
1779320179,0.034252166748046875,stunner
1779320184,0.042530059814453125,stunner
1779320189,0.042530059814453125,stunner
1779320194,0.047672271728515625,stunner
1779320199,0.047672271728515625,stunner
1779320204,0.047672271728515625,stunner
1779320209,0.047672271728515625,stunner
1779320214,0.047672271728515625,stunner
1779320219,0.047672271728515625,stunner
1779320224,0.047672271728515625,stunner
1779320229,0.047672271728515625,stunner
1779320234,0.047672271728515625,stunner
1779320239,0.047672271728515625,stunner
1779320244,0.047672271728515625,stunner
1779320249,0.047672271728515625,stunner
1779320254,0.047672271728515625,stunner
1779320259,0.047672271728515625,stunner
1779320264,0.047672271728515625,stunner
1779320269,0.0469207763671875,stunner
1779320274,0.046169281005859375,stunner
1779320279,0.046169281005859375,stunner
1779320284,0.046169281005859375,stunner
1779320289,0.046169281005859375,stunner
1779320294,0.046169281005859375,stunner
1779320299,0.046169281005859375,stunner
1779320304,0.046642303466796875,stunner
1779320309,0.046642303466796875,stunner
1779320314,0.046642303466796875,stunner
1779320319,0.04711151123046875,stunner
1779320324,0.047107696533203125,stunner
1779320329,0.047107696533203125,stunner
1779320334,0.033695220947265625,stunner
1779320339,0.020534515380859375,stunner
1779320344,0.020229339599609375,stunner
1779320349,0.02059173583984375,stunner
1779320354,0.0217742919921875,stunner
1779320359,0.0217742919921875,stunner
1779320364,0.0217742919921875,stunner
1779320369,0.019939422607421875,stunner
1779320374,0.019939422607421875,stunner
1779320379,0.019744873046875,stunner
1779320384,0.021190643310546875,stunner
1779320389,0.0267181396484375,stunner
1779320394,0.0267181396484375,stunner
1779320399,0.029850006103515625,stunner
1779320404,0.036869049072265625,stunner
1779320409,0.036869049072265625,stunner
1779320414,0.036869049072265625,stunner
1779320419,0.036869049072265625,stunner
1779320424,0.036869049072265625,stunner
1779320429,0.042209625244140625,stunner
1779320434,0.042209625244140625,stunner
1779320124,0.12863922119140625,stunner-system
1779320129,0.12939453125,stunner-system
1779320134,0.12939453125,stunner-system
1779320139,0.1120452880859375,stunner-system
1779320144,0.08577346801757812,stunner-system
1779320149,0.08577346801757812,stunner-system
1779320154,0.08577346801757812,stunner-system
1779320159,0.10271835327148438,stunner-system
1779320164,0.10271835327148438,stunner-system
1779320169,0.1027679443359375,stunner-system
1779320174,0.102813720703125,stunner-system
1779320179,0.102325439453125,stunner-system
1779320184,0.102325439453125,stunner-system
1779320189,0.1029052734375,stunner-system
1779320194,0.10297775268554688,stunner-system
1779320199,0.10300827026367188,stunner-system
1779320204,0.10672760009765625,stunner-system
1779320209,0.10672760009765625,stunner-system
1779320214,0.10672760009765625,stunner-system
1779320219,0.10672760009765625,stunner-system
1779320224,0.10672760009765625,stunner-system
1779320229,0.10044097900390625,stunner-system
1779320234,0.09415435791015625,stunner-system
1779320239,0.09415435791015625,stunner-system
1779320244,0.09415435791015625,stunner-system
1779320249,0.09415435791015625,stunner-system
1779320254,0.09415435791015625,stunner-system
1779320259,0.0937957763671875,stunner-system
1779320264,0.07605743408203125,stunner-system
1779320269,0.07605743408203125,stunner-system
1779320274,0.07588577270507812,stunner-system
1779320279,0.075714111328125,stunner-system
1779320284,0.07884979248046875,stunner-system
1779320289,0.07884979248046875,stunner-system
1779320294,0.07884979248046875,stunner-system
1779320299,0.08191299438476562,stunner-system
1779320304,0.08191299438476562,stunner-system
1779320309,0.08191299438476562,stunner-system
1779320314,0.08191299438476562,stunner-system
1779320319,0.09086990356445312,stunner-system
1779320324,0.09086990356445312,stunner-system
1779320329,0.09086990356445312,stunner-system
1779320334,0.10941314697265625,stunner-system
1779320339,0.11000823974609375,stunner-system
1779320344,0.11545181274414062,stunner-system
1779320349,0.11501312255859375,stunner-system
1779320354,0.11501312255859375,stunner-system
1779320359,0.11501312255859375,stunner-system
1779320364,0.10010528564453125,stunner-system
1779320369,0.1011505126953125,stunner-system
1779320374,0.08624649047851562,stunner-system
1779320379,0.081695556640625,stunner-system
1779320384,0.0771484375,stunner-system
1779320389,0.0771484375,stunner-system
1779320394,0.0793609619140625,stunner-system
1779320399,0.07935333251953125,stunner-system
1779320404,0.0802459716796875,stunner-system
1779320409,0.08113861083984375,stunner-system
1779320414,0.08113861083984375,stunner-system
1779320419,0.0838775634765625,stunner-system
1779320424,0.08479690551757812,stunner-system
1779320429,0.08470535278320312,stunner-system
1779320434,0.08100128173828125,stunner-system
